Given1,Given2,Gender,Py1,Py2,IPA1,IPA2,open_syll_p,hi_nuc_p,bk_nuc_p,rd_nuc_p,ons_p,obsr_ons_p,non_cor_ons_p
佳,蓉,0,jiā,róng,tɕja,ʐuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
怡,0,0,yí,0,i,0,1.0,1.0,0.0,0.0,0.0,0,0
宝,成,1,bǎo,chéng,paw,tʂʰəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
建,成,1,jiàn,chéng,tɕjɛn,tʂʰəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.0
芳,0,0,fāng,0,faŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
莎,0,0,shā,0,ʂa,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
小,红,0,xiǎo,hóng,ɕjaw,xuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
清,0,0,qīng,0,tɕʰiŋ,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
得,烈,1,dé,liè,tɤ,ljɛ,1.0,0.0,0.5,0.0,1.0,0.5,0.0
明,月,1,míng,yuè,miŋ,ɥɛ,0.5,0.5,0.0,0.0,0.5,0.0,1.0
惠,聪,1,huì,cōng,xwej,tsʰuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
文,婷,0,wén,tíng,wən,tʰiŋ,0.0,0.5,0.0,0.0,0.5,1.0,0.0
绍,光,1,shào,guāng,ʂaw,kwaŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
洋,0,0,yáng,0,jɑŋ,0,0.0,0.0,1.0,0.0,0.0,0,0
其,0,1,qí,0,tɕʰi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
菓,0,1,guǒ,0,kwo,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
世,兵,0,shì,bīng,ʂʅ,piŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
巧,伦,0,qiǎo,lún,tɕʰjaw,lwən,0.5,0.0,0.0,0.0,1.0,0.5,0.0
京,祥,1,jīng,xiáng,tɕiŋ,ɕjɑŋ,0.0,0.5,0.5,0.0,1.0,1.0,0.0
艳,芳,0,yàn,fāng,jɛn,faŋ,0.0,0.0,0.0,0.0,0.5,1.0,1.0
亚,伟,1,yà,wěi,ja,wej,1.0,0.0,0.0,0.0,0.0,0,0
雅,文,0,yǎ,wén,ja,wən,0.5,0.0,0.0,0.0,0.0,0,0
美,璋,1,měi,zhāng,mej,tʂaŋ,0.5,0.0,0.0,0.0,1.0,0.5,0.5
飞,飞,0,fēi,fēi,fej,fej,1.0,0.0,0.0,0.0,1.0,1.0,1.0
宗,玮,0,zōng,wěi,tsuŋ,wej,0.5,0.5,0.5,0.5,0.5,1.0,0.0
艳,珺,0,yàn,jùn,jɛn,tɕyn,0.0,0.5,0.0,0.5,0.5,1.0,0.0
睿,博,0,ruì,bó,ʐwej,po,1.0,0.0,0.5,0.5,1.0,1.0,0.5
馥,莉,0,fù,lì,fu,li,1.0,1.0,0.5,0.5,1.0,0.5,0.5
秀,敏,0,xiù,mǐn,ɕjəw,min,0.5,0.5,0.0,0.0,1.0,0.5,0.5
恳,古,1,kěn,gǔ,kʰən,ku,0.5,0.5,0.5,0.5,1.0,1.0,1.0
岚,0,1,lán,0,lan,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
华,富,1,huá,fù,xwa,fu,1.0,0.5,0.5,0.5,1.0,1.0,1.0
远,0,1,yuǎn,0,ɥan,0,0.0,0.0,0.0,0.0,0.0,0,0
润,南,0,rùn,nán,ʐwən,nan,0.0,0.0,0.0,0.0,1.0,0.5,0.0
彩,流,1,cǎi,liú,tsʰaj,ljəw,1.0,0.0,0.0,0.0,1.0,0.5,0.0
昱,衡,0,yù,héng,y,xəŋ,0.5,0.5,0.0,0.5,0.5,1.0,1.0
怡,君,0,yí,jūn,i,tɕyn,0.5,1.0,0.0,0.5,0.5,1.0,0.0
奕,彤,0,yì,tóng,i,tʰuŋ,0.5,1.0,0.5,0.5,0.5,1.0,0.0
可,文,1,kě,wén,kʰɤ,wən,0.5,0.0,0.5,0.0,0.5,1.0,1.0
纪,军,1,jì,jūn,tɕi,tɕyn,0.5,1.0,0.0,0.5,1.0,1.0,0.0
宗,建,1,zōng,jiàn,tsuŋ,tɕjɛn,0.0,0.5,0.5,0.5,1.0,1.0,0.0
才,华,1,cái,huá,tsʰaj,xwa,1.0,0.0,0.0,0.0,1.0,1.0,0.5
奕,伦,1,yì,lún,i,lwən,0.5,0.5,0.0,0.0,0.5,0.0,0.0
斌,0,1,bīn,0,pin,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
美,频,1,měi,pín,mej,pʰin,0.5,0.5,0.0,0.0,1.0,0.5,1.0
秀,民,1,xiù,mín,ɕjəw,min,0.5,0.5,0.0,0.0,1.0,0.5,0.5
普,川,1,pǔ,chuān,pʰu,tʂʰwan,0.5,0.5,0.5,0.5,1.0,1.0,0.5
坤,0,1,kūn,0,kʰwən,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
娇,倩,0,jiāo,qiàn,tɕjaw,tɕʰjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
颖,环,0,yǐng,huán,iŋ,xwan,0.0,0.5,0.0,0.0,0.5,1.0,1.0
如,芝,0,rú,zhī,ʐu,tʂʅ,1.0,0.5,0.5,0.5,1.0,1.0,0.0
永,寿,1,yǒng,shòu,yŋ,ʂow,0.5,0.5,0.5,1.0,0.5,1.0,0.0
詹,媛,0,zhān,yuán,tʂan,ɥan,0.0,0.0,0.0,0.0,0.5,1.0,0.0
楚,函,0,chǔ,hán,tʂʰu,xan,0.5,0.5,0.5,0.5,1.0,1.0,0.5
悦,然,0,yuè,rán,ɥɛ,ʐan,0.5,0.0,0.0,0.0,0.5,1.0,0.0
维,维,0,wéi,wéi,wej,wej,1.0,0.0,0.0,0.0,0.0,0,0
花,枝,0,huā,zhī,xwa,tʂʅ,1.0,0.0,0.0,0.0,1.0,1.0,0.5
学,义,1,xué,yì,ɕɥɛ,i,1.0,0.5,0.0,0.0,0.5,1.0,0.0
音,0,1,yīn,0,in,0,0.0,1.0,0.0,0.0,0.0,0,0
庭,羽,0,tíng,yǔ,tʰiŋ,y,0.5,1.0,0.0,0.5,0.5,1.0,0.0
娅,媛,0,yà,yuán,ja,ɥan,0.5,0.0,0.0,0.0,0.0,0,0
锐,0,1,ruì,0,ʐwej,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
麒,耀,0,qí,yào,tɕʰi,jaw,1.0,0.5,0.0,0.0,0.5,1.0,0.0
冬,野,0,dōng,yě,tuŋ,jɛ,0.5,0.5,0.5,0.5,0.5,1.0,0.0
桂,平,1,guì,píng,kwej,pʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,1.0
远,刚,1,yuǎn,gāng,ɥan,kaŋ,0.0,0.0,0.0,0.0,0.5,1.0,1.0
伟,纯,1,wěi,chún,wej,tʂʰwən,0.5,0.0,0.0,0.0,0.5,1.0,0.0
文,婷,0,wén,tíng,wən,tʰiŋ,0.0,0.5,0.0,0.0,0.5,1.0,0.0
雅,菁,1,yǎ,jīng,ja,tɕiŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
卫,斌,1,wèi,bīn,wej,pin,0.5,0.5,0.0,0.0,0.5,1.0,1.0
其,中,1,qí,zhōng,tɕʰi,tʂuŋ,0.5,1.0,0.5,0.5,1.0,1.0,0.0
方,红,1,fāng,hóng,faŋ,xuŋ,0.0,0.5,0.5,0.5,1.0,1.0,1.0
丰,强,1,fēng,qiáng,fəŋ,tɕʰjɑŋ,0.0,0.0,0.5,0.0,1.0,1.0,0.5
红,兵,1,hóng,bīng,xuŋ,piŋ,0.0,1.0,0.5,0.5,1.0,1.0,1.0
慧,娟,0,huì,juān,xwej,tɕɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.5
维,玮,1,wéi,wěi,wej,wej,1.0,0.0,0.0,0.0,0.0,0,0
竣,羽,1,jùn,yǔ,tɕyn,y,0.5,1.0,0.0,1.0,0.5,1.0,0.0
谦,慎,1,qiān,shèn,tɕʰjɛn,ʂən,0.0,0.0,0.0,0.0,1.0,1.0,0.0
迎,春,0,yíng,chūn,iŋ,tʂʰwən,0.0,0.5,0.0,0.0,0.5,1.0,0.0
元,波,1,yuán,bō,ɥan,po,0.5,0.0,0.5,0.5,0.5,1.0,1.0
玉,婷,0,yù,tíng,y,tʰiŋ,0.5,1.0,0.0,0.5,0.5,1.0,0.0
莎,莎,0,shā,shā,ʂa,ʂa,1.0,0.0,0.0,0.0,1.0,1.0,0.0
锰,0,1,měng,0,məŋ,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
扬,0,1,yáng,0,jɑŋ,0,0.0,0.0,1.0,0.0,0.0,0,0
嵩,0,1,sōng,0,suŋ,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
安,东,1,ān,dōng,an,tuŋ,0.0,0.5,0.5,0.5,0.5,1.0,0.0
层,层,1,céng,céng,tsʰəŋ,tsʰəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.0
俞,萍,0,yú,píng,y,pʰiŋ,0.5,1.0,0.0,0.5,0.5,1.0,1.0
革,安,1,gé,ān,kɤ,an,0.5,0.0,0.5,0.0,0.5,1.0,1.0
禄,仁,1,lù,rén,lu,ʐən,0.5,0.5,0.5,0.5,1.0,0.5,0.0
丹,竹,0,dān,zhú,tan,tʂu,0.5,0.5,0.5,0.5,1.0,1.0,0.0
书,乘,1,shū,chéng,ʂu,tʂʰəŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
子,明,1,zǐ,míng,tsɿ,miŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.5
群,侦,0,qún,zhēn,tɕʰyn,tʂən,0.0,0.5,0.0,0.5,1.0,1.0,0.0
国,斌,1,guó,bīn,kwo,pin,0.5,0.5,0.5,0.5,1.0,1.0,1.0
虎,0,1,hǔ,0,xu,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
颂,茹,0,sòng,rú,suŋ,ʐu,0.5,1.0,1.0,1.0,1.0,1.0,0.0
又,琳,0,yòu,lín,jəw,lin,0.5,0.5,0.0,0.0,0.5,0.0,0.0
昌,浩,1,chāng,hào,tʂʰaŋ,xaw,0.5,0.0,0.0,0.0,1.0,1.0,0.5
俊,威,1,jùn,wēi,tɕyn,wej,0.5,0.5,0.0,0.5,0.5,1.0,0.0
左,0,1,zuǒ,0,tswo,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
源,黉,0,yuán,hóng,ɥan,xuŋ,0.0,0.5,0.5,0.5,0.5,1.0,1.0
蜜,蜜,0,mì,mì,mi,mi,1.0,1.0,0.0,0.0,1.0,0.0,1.0
洋,0,1,yáng,0,jɑŋ,0,0.0,0.0,1.0,0.0,0.0,0,0
步,银,1,bù,yín,pu,in,0.5,1.0,0.5,0.5,0.5,1.0,1.0
道,猛,1,dào,měng,taw,məŋ,0.5,0.0,0.0,0.0,1.0,0.5,0.5
合,良,1,hé,liáng,xɤ,ljɑŋ,0.5,0.0,1.0,0.0,1.0,0.5,0.5
倩,妤,0,qiàn,yú,tɕʰjɛn,y,0.5,0.5,0.0,0.5,0.5,1.0,0.0
珊,萌,0,shān,méng,ʂan,məŋ,0.0,0.0,0.0,0.0,1.0,0.5,0.5
美,创,1,měi,chuàng,mej,tʂʰwaŋ,0.5,0.0,0.0,0.0,1.0,0.5,0.5
盛,旺,1,shèng,wàng,ʂəŋ,waŋ,0.0,0.0,0.0,0.0,0.5,1.0,0.0
思,齐,0,sī,qí,sɿ,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
明,加,0,míng,jiā,miŋ,tɕja,0.5,0.5,0.0,0.0,1.0,0.5,0.5
安,可,1,ān,kě,an,kʰɤ,0.5,0.0,0.5,0.0,0.5,1.0,1.0
鑫,晔,0,xīn,yè,ɕin,jɛ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
所,军,1,suǒ,jūn,swo,tɕyn,0.5,0.5,0.5,1.0,1.0,1.0,0.0
礼,标,0,lǐ,biāo,li,pjaw,1.0,0.5,0.0,0.0,1.0,0.5,0.5
诸,英,1,zhū,yīng,tʂu,iŋ,0.5,1.0,0.5,0.5,0.5,1.0,0.0
如,萱,0,rú,xuān,ʐu,ɕɥan,0.5,0.5,0.5,0.5,1.0,1.0,0.0
慧,铭,1,huì,míng,xwej,miŋ,0.5,0.5,0.0,0.0,1.0,0.5,1.0
洪,健,1,hóng,jiàn,xuŋ,tɕjɛn,0.0,0.5,0.5,0.5,1.0,1.0,0.5
思,聪,1,sī,cōng,sɿ,tsʰuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
玉,峻,1,yù,jùn,y,tɕyn,0.5,1.0,0.0,1.0,0.5,1.0,0.0
启,昌,0,qǐ,chāng,tɕʰi,tʂʰaŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
京,京,0,jīng,jīng,tɕiŋ,tɕiŋ,0.0,1.0,0.0,0.0,1.0,1.0,0.0
雅,琼,0,yǎ,qióng,ja,tɕʰyŋ,0.5,0.5,0.0,0.5,0.5,1.0,0.0
显,欣,0,xiǎn,xīn,ɕjɛn,ɕin,0.0,0.5,0.0,0.0,1.0,1.0,0.0
水,平,1,shuǐ,píng,ʂwej,pʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
开,科,1,kāi,kē,kʰaj,kʰɤ,1.0,0.0,0.5,0.0,1.0,1.0,1.0
中,本,1,zhōng,běn,tʂuŋ,pən,0.0,0.5,0.5,0.5,1.0,1.0,0.5
庆,波,1,qìng,bō,tɕʰiŋ,po,0.5,0.5,0.5,0.5,1.0,1.0,0.5
川,江,1,chuān,jiāng,tʂʰwan,tɕjɑŋ,0.0,0.0,0.5,0.0,1.0,1.0,0.0
观,0,1,guān,0,kwan,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
备,0,1,bèi,0,pej,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
忆,堂,1,yì,táng,i,tʰaŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
奋,义,1,fèn,yì,fən,i,0.5,0.5,0.0,0.0,0.5,1.0,1.0
浥,尘,1,yì,chén,i,tʂʰən,0.5,0.5,0.0,0.0,0.5,1.0,0.0
兰,凤,0,lán,fèng,lan,fəŋ,0.0,0.0,0.0,0.0,1.0,0.5,0.5
哲,0,1,zhé,0,tʂɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
知,雨,1,zhī,yǔ,tʂʅ,y,1.0,0.5,0.0,0.5,0.5,1.0,0.0
晶,晶,0,jīng,jīng,tɕiŋ,tɕiŋ,0.0,1.0,0.0,0.0,1.0,1.0,0.0
荡,0,1,dàng,0,taŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
宜,佳,0,yí,jiā,i,tɕja,1.0,0.5,0.0,0.0,0.5,1.0,0.0
雯,雯,0,wén,wén,wən,wən,0.0,0.0,0.0,0.0,0.0,0,0
文,通,1,wén,tōng,wən,tʰuŋ,0.0,0.5,0.5,0.5,0.5,1.0,0.0
军,亚,1,jūn,yà,tɕyn,ja,0.5,0.5,0.0,0.5,0.5,1.0,0.0
博,0,1,bó,0,po,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
焕,婷,0,huàn,tíng,xwan,tʰiŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.5
花,容,1,huā,róng,xwa,ʐuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
克,东,1,kè,dōng,kʰɤ,tuŋ,0.5,0.5,1.0,0.5,1.0,1.0,0.5
睿,0,1,ruì,0,ʐwej,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
玉,松,1,yù,sōng,y,suŋ,0.5,1.0,0.5,1.0,0.5,1.0,0.0
佳,庆,0,jiā,qìng,tɕja,tɕʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
殿,龙,1,diàn,lóng,tjɛn,luŋ,0.0,0.5,0.5,0.5,1.0,0.5,0.0
滨,0,1,bīn,0,pin,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
楚,芳,0,chǔ,fāng,tʂʰu,faŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
艳,红,0,yàn,hóng,jɛn,xuŋ,0.0,0.5,0.5,0.5,0.5,1.0,1.0
志,平,1,zhì,píng,tʂʅ,pʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
建,权,1,jiàn,quán,tɕjɛn,tɕʰɥan,0.0,0.0,0.0,0.0,1.0,1.0,0.0
浩,伟,1,hào,wěi,xaw,wej,1.0,0.0,0.0,0.0,0.5,1.0,1.0
普,正,1,pǔ,zhèng,pʰu,tʂəŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
云,来,1,yún,lái,yn,laj,0.5,0.5,0.0,0.5,0.5,0.0,0.0
雪,茵,0,xuě,yīn,ɕɥɛ,in,0.5,0.5,0.0,0.0,0.5,1.0,0.0
义,0,1,yì,0,i,0,1.0,1.0,0.0,0.0,0.0,0,0
卫,根,1,wèi,gēn,wej,kən,0.5,0.0,0.0,0.0,0.5,1.0,1.0
承,卫,1,chéng,wèi,tʂʰəŋ,wej,0.5,0.0,0.0,0.0,0.5,1.0,0.0
永,寿,1,yǒng,shòu,yŋ,ʂow,0.5,0.5,0.5,1.0,0.5,1.0,0.0
宏,光,1,hóng,guāng,xuŋ,kwaŋ,0.0,0.5,0.5,0.5,1.0,1.0,1.0
慧,仪,0,huì,yí,xwej,i,1.0,0.5,0.0,0.0,0.5,1.0,1.0
久,根,1,jiǔ,gēn,tɕjəw,kən,0.5,0.0,0.0,0.0,1.0,1.0,0.5
明,才,1,míng,cái,miŋ,tsʰaj,0.5,0.5,0.0,0.0,1.0,0.5,0.5
银,强,1,yín,qiáng,in,tɕʰjɑŋ,0.0,0.5,0.5,0.0,0.5,1.0,0.0
恺,蒂,0,kǎi,dì,kʰaj,ti,1.0,0.5,0.0,0.0,1.0,1.0,0.5
小,君,1,xiǎo,jūn,ɕjaw,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
欣,怡,0,xīn,yí,ɕin,i,0.5,1.0,0.0,0.0,0.5,1.0,0.0
绘,羽,0,huì,yǔ,xwej,y,1.0,0.5,0.0,0.5,0.5,1.0,1.0
乔,0,1,qiáo,0,tɕʰjaw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
煦,文,1,xù,wén,ɕy,wən,0.5,0.5,0.0,0.5,0.5,1.0,0.0
建,涛,1,jiàn,tāo,tɕjɛn,tʰaw,0.5,0.0,0.0,0.0,1.0,1.0,0.0
学,健,1,xué,jiàn,ɕɥɛ,tɕjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
建,强,1,jiàn,qiáng,tɕjɛn,tɕʰjɑŋ,0.0,0.0,0.5,0.0,1.0,1.0,0.0
恩,晶,0,ēn,jīng,ən,tɕiŋ,0.0,0.5,0.0,0.0,0.5,1.0,0.0
诵,0,1,sòng,0,suŋ,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
云,彪,1,yún,biāo,yn,pjaw,0.5,0.5,0.0,0.5,0.5,1.0,1.0
祯,0,1,zhēn,0,tʂən,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
文,高,1,wén,gāo,wən,kaw,0.5,0.0,0.0,0.0,0.5,1.0,1.0
媛,甄,0,yuán,zhēn,ɥan,tʂən,0.0,0.0,0.0,0.0,0.5,1.0,0.0
阳,欢,1,yáng,huān,jɑŋ,xwan,0.0,0.0,0.5,0.0,0.5,1.0,1.0
慧,琪,0,huì,qí,xwej,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.5
宥,胜,1,yòu,shèng,jəw,ʂəŋ,0.5,0.0,0.0,0.0,0.5,1.0,0.0
珑,0,1,lóng,0,luŋ,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
梦,然,0,mèng,rán,məŋ,ʐan,0.0,0.0,0.0,0.0,1.0,0.5,0.5
晰,0,1,xī,0,ɕi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
丹,颖,0,dān,yǐng,tan,iŋ,0.0,0.5,0.0,0.0,0.5,1.0,0.0
艺,禅,0,yì,chán,i,tʂʰan,0.5,0.5,0.0,0.0,0.5,1.0,0.0
普,0,1,pǔ,0,pʰu,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
晓,婷,0,xiǎo,tíng,ɕjaw,tʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
伟,盛,1,wěi,shèng,wej,ʂəŋ,0.5,0.0,0.0,0.0,0.5,1.0,0.0
利,标,1,lì,biāo,li,pjaw,1.0,0.5,0.0,0.0,1.0,0.5,0.5
丽,萍,0,lì,píng,li,pʰiŋ,0.5,1.0,0.0,0.0,1.0,0.5,0.5
建,常,1,jiàn,cháng,tɕjɛn,tʂʰaŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.0
林,芳,0,lín,fāng,lin,faŋ,0.0,0.5,0.0,0.0,1.0,0.5,0.5
立,迎,1,lì,yíng,li,iŋ,0.5,1.0,0.0,0.0,0.5,0.0,0.0
朝,霞,0,cháo,xiá,tʂʰaw,ɕja,1.0,0.0,0.0,0.0,1.0,1.0,0.0
浩,江,1,hào,jiāng,xaw,tɕjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.5
志,兵,1,zhì,bīng,tʂʅ,piŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
宏,明,1,hóng,míng,xuŋ,miŋ,0.0,1.0,0.5,0.5,1.0,0.5,1.0
科,岐,1,kē,qí,kʰɤ,tɕʰi,1.0,0.5,0.5,0.0,1.0,1.0,0.5
照,秋,1,zhào,qiū,tʂaw,tɕʰjəw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
东,楼,1,dōng,lóu,tuŋ,low,0.5,0.5,1.0,1.0,1.0,0.5,0.0
家,建,1,jiā,jiàn,tɕja,tɕjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
明,镜,1,míng,jìng,miŋ,tɕiŋ,0.0,1.0,0.0,0.0,1.0,0.5,0.5
腾,0,1,téng,0,tʰəŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
文,革,1,wén,gé,wən,kɤ,0.5,0.0,0.5,0.0,0.5,1.0,1.0
洪,魁,1,hóng,kuí,xuŋ,kʰwej,0.5,0.5,0.5,0.5,1.0,1.0,1.0
金,星,1,jīn,xīng,tɕin,ɕiŋ,0.0,1.0,0.0,0.0,1.0,1.0,0.0
风,贤,1,fēng,xián,fəŋ,ɕjɛn,0.0,0.0,0.0,0.0,1.0,1.0,0.5
家,华,1,jiā,huá,tɕja,xwa,1.0,0.0,0.0,0.0,1.0,1.0,0.5
又,琪,0,yòu,qí,jəw,tɕʰi,1.0,0.5,0.0,0.0,0.5,1.0,0.0
韦,彤,0,wéi,tóng,wej,tʰuŋ,0.5,0.5,0.5,0.5,0.5,1.0,0.0
璟,辉,1,jǐng,huī,tɕiŋ,xwej,0.5,0.5,0.0,0.0,1.0,1.0,0.5
丽,丽,0,lì,lì,li,li,1.0,1.0,0.0,0.0,1.0,0.0,0.0
婷,婷,0,tíng,tíng,tʰiŋ,tʰiŋ,0.0,1.0,0.0,0.0,1.0,1.0,0.0
珍,珠,0,zhēn,zhū,tʂən,tʂu,0.5,0.5,0.5,0.5,1.0,1.0,0.0
一,宁,1,yī,níng,i,niŋ,0.5,1.0,0.0,0.0,0.5,0.0,0.0
雨,蒙,0,yǔ,méng,y,məŋ,0.5,0.5,0.0,0.5,0.5,0.0,1.0
嘉,龙,1,jiā,lóng,tɕja,luŋ,0.5,0.5,0.5,0.5,1.0,0.5,0.0
心,蕊,0,xīn,ruǐ,ɕin,ʐwej,0.5,0.5,0.0,0.0,1.0,1.0,0.0
佛,生,1,fó,shēng,fo,ʂəŋ,0.5,0.0,0.5,0.5,1.0,1.0,0.5
战,0,1,zhàn,0,tʂan,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
彤,0,1,tóng,0,tʰuŋ,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
铁,牛,1,tiě,niú,tʰjɛ,njəw,1.0,0.0,0.0,0.0,1.0,0.5,0.0
宇,飞,1,yǔ,fēi,y,fej,1.0,0.5,0.0,0.5,0.5,1.0,1.0
宏,伟,1,hóng,wěi,xuŋ,wej,0.5,0.5,0.5,0.5,0.5,1.0,1.0
红,钢,1,hóng,gāng,xuŋ,kaŋ,0.0,0.5,0.5,0.5,1.0,1.0,1.0
嘉,伟,1,jiā,wěi,tɕja,wej,1.0,0.0,0.0,0.0,0.5,1.0,0.0
音,强,1,yīn,qiáng,in,tɕʰjɑŋ,0.0,0.5,0.5,0.0,0.5,1.0,0.0
文,豪,1,wén,háo,wən,xaw,0.5,0.0,0.0,0.0,0.5,1.0,1.0
妍,苏,0,yán,sū,jɛn,su,0.5,0.5,0.5,0.5,0.5,1.0,0.0
彻,0,1,chè,0,tʂʰɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
岛,0,1,dǎo,0,taw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
三,马,1,sān,mǎ,san,ma,0.5,0.0,0.0,0.0,1.0,0.5,0.5
智,光,1,zhì,guāng,tʂʅ,kwaŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
凇,凇,0,sōng,sōng,suŋ,suŋ,0.0,1.0,1.0,1.0,1.0,1.0,0.0
小,白,0,xiǎo,bái,ɕjaw,paj,1.0,0.0,0.0,0.0,1.0,1.0,0.5
敏,仪,0,mǐn,yí,min,i,0.5,1.0,0.0,0.0,0.5,0.0,1.0
俊,生,1,jùn,shēng,tɕyn,ʂəŋ,0.0,0.5,0.0,0.5,1.0,1.0,0.0
小,军,1,xiǎo,jūn,ɕjaw,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
勇,勇,1,yǒng,yǒng,yŋ,yŋ,0.0,1.0,0.0,1.0,0.0,0,0
红,霞,0,hóng,xiá,xuŋ,ɕja,0.5,0.5,0.5,0.5,1.0,1.0,0.5
迎,超,1,yíng,chāo,iŋ,tʂʰaw,0.5,0.5,0.0,0.0,0.5,1.0,0.0
帅,0,1,shuài,0,ʂwaj,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
晶,心,0,jīng,xīn,tɕiŋ,ɕin,0.0,1.0,0.0,0.0,1.0,1.0,0.0
钦,惠,0,qīn,huì,tɕʰin,xwej,0.5,0.5,0.0,0.0,1.0,1.0,0.5
浩,敏,1,hào,mǐn,xaw,min,0.5,0.5,0.0,0.0,1.0,0.5,1.0
梓,蘅,0,zǐ,héng,tsɿ,xəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
永,会,0,yǒng,huì,yŋ,xwej,0.5,0.5,0.0,0.5,0.5,1.0,1.0
梦,洁,1,mèng,jié,məŋ,tɕjɛ,0.5,0.0,0.0,0.0,1.0,0.5,0.5
绍,泽,1,shào,zé,ʂaw,tsɤ,1.0,0.0,0.5,0.0,1.0,1.0,0.0
东,森,1,dōng,sēn,tuŋ,sən,0.0,0.5,0.5,0.5,1.0,1.0,0.0
子,江,1,zǐ,jiāng,tsɿ,tɕjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
江,0,1,jiāng,0,tɕjɑŋ,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
慧,菊,0,huì,jú,xwej,tɕy,1.0,0.5,0.0,0.5,1.0,1.0,0.5
蓓,0,1,bèi,0,pej,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
嘉,宁,0,jiā,níng,tɕja,niŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.0
